invoice_no;invoice_date;customer_id;gender;age;category;quantity;selling_price_per_unit;cost_price_per_unit;payment_method;region;state;shopping_mall
I197022;11/07/2016 07:16;C279054;Male;32;Clothing;5;1500.4;1425.38;Credit Card;Central;Illinois;Mall of Istanbul
I693374;11/07/2016 07:16;C226034;Male;53;Toys;3;107.52;80.64;Cash;Central;Illinois;Istinye Park
I611994;11/07/2016 07:16;C976462;Male;43;Books;5;75.75;56.8125;Credit Card;Central;Illinois;Metrocity
I259289;11/07/2016 07:17;C314379;Female;64;Cosmetics;4;162.64;130.112;Credit Card;Central;Texas;Zorlu Center
I566713;11/07/2016 07:17;C310515;Male;28;Clothing;3;900.24;675.18;Cash;East;Pennsylvania;Zorlu Center
I678462;11/07/2016 07:17;C657870;Male;60;Food & Beverage;3;15.69;10.983;Debit Card;West;California;Mall of Istanbul
I264777;11/07/2016 07:17;C319098;Male;31;Food & Beverage;4;20.92;15.69;Credit Card;Central;Texas;Istinye Park
I291696;11/07/2016 07:18;C297303;Female;57;Clothing;2;600.16;450.12;Cash;Central;Texas;Metrocity
I246696;11/07/2016 07:18;C193699;Female;38;Clothing;5;1500.4;1425.38;Credit Card;East;Delaware;Zorlu Center
I843782;11/07/2016 07:18;C143678;Female;21;Food & Beverage;1;5.23;3.661;Cash;East;Massachusetts;Istinye Park
I123552;11/07/2016 07:18;C237552;Female;49;Food & Beverage;3;15.69;10.983;Credit Card;West;Oregon;Viaport Outlet
I146679;11/07/2016 07:18;C159484;Female;59;Clothing;5;1500.4;1425.38;Cash;South;Alabama;Kanyon
I214514;11/07/2016 07:19;C614217;Female;51;Food & Beverage;1;5.23;3.661;Cash;West;California;Metrocity
I217883;11/07/2016 07:19;C170818;Female;43;Shoes;4;2400.68;2280.646;Cash;West;California;Viaport Outlet
I101037;11/07/2016 07:19;C216533;Female;30;Souvenir;2;23.46;16.422;Cash;Central;Iowa;Viaport Outlet
I124703;11/07/2016 07:19;C277133;Male;37;Clothing;3;900.24;675.18;Cash;Central;Iowa;Metropol AVM
I966884;11/07/2016 07:20;C181366;Female;61;Shoes;5;3000.85;2700.765;Cash;Central;Iowa;Kanyon
I550646;11/07/2016 07:20;C988655;Female;64;Shoes;4;2400.68;2280.646;Credit Card;West;California;Istinye Park
I153882;11/07/2016 07:20;C427750;Female;55;Clothing;2;600.16;450.12;Cash;West;California;Mall of Istanbul
I213664;11/07/2016 07:20;C117101;Male;35;Clothing;5;1500.4;1425.38;Cash;Central;Indiana;Istinye Park
I168847;11/07/2016 07:21;C635628;Male;32;Shoes;5;3000.85;2700.765;Debit Card;Central;Indiana;Kanyon
I534564;11/07/2016 07:21;C121831;Male;43;Shoes;5;3000.85;2700.765;Credit Card;Central;Indiana;Mall of Istanbul
I438700;11/07/2016 07:21;C209752;Female;68;Shoes;1;600.17;450.1275;Cash;Central;Iowa;Istinye Park
I241635;11/07/2016 07:21;C299806;Male;30;Books;5;75.75;56.8125;Debit Card;West;California;Istinye Park
I251596;11/07/2016 07:21;C280975;Female;24;Clothing;3;900.24;675.18;Cash;East;New York;Metropol AVM
I313843;11/07/2016 07:22;C123690;Female;20;Clothing;1;300.08;225.06;Credit Card;East;New York;Kanyon
I818733;11/07/2016 07:22;C316881;Female;48;Toys;3;107.52;80.64;Credit Card;East;New York;Metrocity
I333471;11/07/2016 07:22;C440740;Female;30;Clothing;3;900.24;675.18;Cash;East;New York;Zorlu Center
I183188;11/07/2016 07:22;C206618;Male;57;Shoes;3;1800.51;1620.459;Cash;Central;Michigan;Metrocity
I241174;11/07/2016 07:23;C651694;Female;28;Food & Beverage;3;15.69;10.983;Credit Card;Central;Michigan;Mall of Istanbul
I310880;11/07/2016 07:23;C332594;Male;50;Clothing;4;1200.32;1140.304;Credit Card;Central;Michigan;Metropol AVM
I156935;11/07/2016 07:23;C331062;Female;52;Cosmetics;3;121.98;91.485;Credit Card;Central;Michigan;Metropol AVM
I252193;11/07/2016 07:23;C198593;Male;59;Toys;1;35.84;25.088;Debit Card;East;New York;Istinye Park
I993470;11/07/2016 07:24;C209772;Male;67;Toys;3;107.52;80.64;Cash;Central;Illinois;Kanyon
I201519;11/07/2016 07:24;C102531;Female;49;Clothing;1;300.08;225.06;Debit Card;Central;Texas;Metrocity
I232250;11/07/2016 07:24;C274395;Female;40;Books;4;60.6;45.45;Cash;Central;Iowa;Kanyon
I628513;11/07/2016 07:24;C950020;Male;48;Toys;5;179.2;143.36;Cash;South;Florida;Mall of Istanbul
I910317;11/07/2016 07:25;C122758;Male;59;Clothing;2;600.16;450.12;Cash;Central;Illinois;Mall of Istanbul
I117145;11/07/2016 07:25;C307118;Female;35;Clothing;4;1200.32;1140.304;Credit Card;East;Ohio;Metrocity
I159638;11/07/2016 07:25;C322867;Female;25;Technology;2;2100;1890;Cash;East;Ohio;Metropol AVM
I276987;11/07/2016 07:25;C203203;Female;25;Clothing;5;1500.4;1425.38;Cash;East;Ohio;Metrocity
I880823;11/07/2016 07:25;C205096;Male;62;Toys;5;179.2;143.36;Debit Card;West;California;Kanyon
I187796;11/07/2016 07:26;C710601;Male;58;Shoes;1;600.17;450.1275;Cash;West;California;Istinye Park
I271479;11/07/2016 07:26;C170166;Female;23;Clothing;2;600.16;450.12;Cash;Central;Illinois;Mall of Istanbul
I336454;11/07/2016 07:26;C292330;Female;24;Toys;5;179.2;143.36;Debit Card;Central;Illinois;Kanyon
I299256;11/07/2016 07:26;C486824;Female;66;Clothing;1;300.08;225.06;Cash;Central;Illinois;Mall of Istanbul
I198249;11/07/2016 07:27;C672168;Male;18;Food & Beverage;4;20.92;15.69;Credit Card;West;Washington;Metrocity
I226169;11/07/2016 07:27;C282224;Male;22;Clothing;1;300.08;225.06;Debit Card;West;Washington;Kanyon
I819169;11/07/2016 07:27;C111675;Male;27;Cosmetics;2;81.32;56.924;Credit Card;West;Washington;Metrocity
I754984;11/07/2016 07:27;C334582;Female;24;Clothing;3;900.24;675.18;Cash;West;Washington;Kanyon
I128537;11/07/2016 07:28;C312822;Female;25;Cosmetics;1;40.66;28.462;Debit Card;West;Washington;Viaport Outlet
I296471;11/07/2016 07:28;C104902;Female;49;Technology;1;1050;945;Cash;Central;Texas;Metrocity
I215880;11/07/2016 07:28;C136630;Female;54;Clothing;3;900.24;675.18;Debit Card;West;Washington;Metropol AVM
I136571;11/07/2016 07:28;C269549;Male;41;Clothing;4;1200.32;1140.304;Debit Card;Central;Texas;Metropol AVM
I176005;11/07/2016 07:28;C152850;Female;60;Shoes;4;2400.68;2280.646;Cash;East;New York;Viaport Outlet
I212652;11/07/2016 07:29;C546501;Male;46;Clothing;5;1500.4;1425.38;Cash;East;New York;Metrocity
I868254;11/07/2016 07:29;C250733;Male;46;Food & Beverage;3;15.69;10.983;Cash;East;New York;Metropol AVM
I172238;11/07/2016 07:29;C105288;Female;23;Technology;2;2100;1890;Cash;East;New York;Kanyon
I123260;11/07/2016 07:29;C201544;Female;60;Food & Beverage;4;20.92;15.69;Cash;Central;Illinois;Kanyon
I692021;11/07/2016 07:30;C240224;Female;32;Food & Beverage;1;5.23;3.661;Cash;West;California;Mall of Istanbul
I240123;11/07/2016 07:30;C793960;Female;59;Clothing;2;600.16;450.12;Credit Card;East;Delaware;Metropol AVM
I226760;11/07/2016 07:30;C667811;Female;46;Clothing;1;300.08;225.06;Credit Card;East;Delaware;Istinye Park
I837490;11/07/2016 07:30;C948972;Male;68;Cosmetics;5;203.3;162.64;Debit Card;West;Arizona;Mall of Istanbul
I232241;11/07/2016 07:31;C181418;Female;66;Shoes;4;2400.68;2280.646;Credit Card;Central;Texas;Mall of Istanbul
I572140;11/07/2016 07:31;C242056;Female;39;Cosmetics;3;121.98;91.485;Cash;Central;Texas;Istinye Park
I321143;11/07/2016 07:31;C545351;Female;19;Food & Beverage;2;10.46;7.322;Credit Card;Central;Texas;Mall of Istanbul
I465212;11/07/2016 07:31;C321379;Female;53;Clothing;4;1200.32;1140.304;Cash;Central;Texas;Mall of Istanbul
I192607;11/07/2016 07:32;C252520;Male;27;Cosmetics;1;40.66;28.462;Cash;Central;Indiana;Mall of Istanbul
I985406;11/07/2016 07:32;C612909;Female;63;Souvenir;4;46.92;35.19;Cash;Central;Indiana;Kanyon
I441028;11/07/2016 07:32;C264017;Male;63;Toys;4;143.36;114.688;Credit Card;East;Pennsylvania;Mall of Istanbul
I136881;11/07/2016 07:32;C380502;Male;44;Toys;2;71.68;50.176;Cash;East;Pennsylvania;Metrocity
I772602;11/07/2016 07:32;C113218;Female;24;Toys;2;71.68;50.176;Credit Card;East;Pennsylvania;Istinye Park
I109380;11/07/2016 07:33;C137718;Male;24;Clothing;1;300.08;225.06;Credit Card;West;California;Mall of Istanbul
I108070;11/07/2016 07:33;C604791;Male;56;Clothing;5;1500.4;1425.38;Credit Card;East;Pennsylvania;Metropol AVM
I167103;11/07/2016 07:33;C297016;Female;30;Food & Beverage;4;20.92;15.69;Credit Card;South;Virginia;Viaport Outlet
I676797;11/07/2016 07:33;C106071;Female;22;Clothing;1;300.08;225.06;Credit Card;West;Colorado;Viaport Outlet
I991446;11/07/2016 07:34;C464063;Female;44;Clothing;1;300.08;225.06;Debit Card;East;Ohio;Metrocity
I855774;11/07/2016 07:34;C456755;Female;23;Toys;3;107.52;80.64;Credit Card;East;Ohio;Metrocity
I311701;11/07/2016 07:34;C373847;Female;62;Clothing;4;1200.32;1140.304;Cash;East;Delaware;Istinye Park
I339763;11/07/2016 07:34;C460236;Female;50;Shoes;2;1200.34;1080.306;Credit Card;Central;Texas;Mall of Istanbul
I207383;11/07/2016 07:35;C225602;Male;44;Food & Beverage;2;10.46;7.322;Cash;East;Ohio;Zorlu Center
I254826;11/07/2016 07:35;C193340;Female;24;Clothing;4;1200.32;1140.304;Cash;East;Ohio;Zorlu Center
I101754;11/07/2016 07:35;C125307;Female;53;Clothing;4;1200.32;1140.304;Debit Card;East;Ohio;Kanyon
I169972;11/07/2016 07:35;C259649;Female;56;Food & Beverage;2;10.46;7.322;Cash;East;Ohio;Istinye Park
I230859;11/07/2016 07:35;C212793;Male;69;Cosmetics;5;203.3;162.64;Credit Card;East;Ohio;Kanyon
I300435;11/07/2016 07:36;C123106;Female;49;Clothing;1;300.08;225.06;Credit Card;East;Ohio;Kanyon
I287542;11/07/2016 07:36;C277510;Female;24;Clothing;5;1500.4;1425.38;Credit Card;West;California;Istinye Park
I186742;11/07/2016 07:36;C750897;Female;24;Books;2;30.3;21.21;Cash;South;Florida;Mall of Istanbul
I190066;11/07/2016 07:36;C209063;Male;36;Clothing;1;300.08;225.06;Credit Card;South;Florida;Kanyon
I213716;11/07/2016 07:37;C112758;Male;57;Shoes;2;1200.34;1080.306;Debit Card;South;Florida;Metropol AVM
I469675;11/07/2016 07:37;C301566;Female;43;Books;1;15.15;10.605;Cash;Central;Iowa;Istinye Park
I112163;11/07/2016 07:37;C125586;Female;19;Books;5;75.75;56.8125;Cash;East;Ohio;Istinye Park
I972277;11/07/2016 07:37;C781955;Male;34;Food & Beverage;2;10.46;7.322;Cash;East;Ohio;Metrocity
I218989;11/07/2016 07:38;C188624;Female;43;Souvenir;3;35.19;24.633;Credit Card;East;Ohio;Viaport Outlet
I251795;11/07/2016 07:38;C648306;Male;22;Clothing;3;900.24;675.18;Debit Card;East;Ohio;Mall of Istanbul
I188240;11/07/2016 07:38;C289224;Male;65;Clothing;3;900.24;675.18;Cash;East;Ohio;Zorlu Center
I787691;11/07/2016 07:38;C651934;Male;18;Clothing;4;1200.32;1140.304;Cash;West;California;Istinye Park
I169211;11/07/2016 07:39;C263498;Female;53;Toys;2;71.68;50.176;Debit Card;Central;Texas;Zorlu Center
I494242;11/07/2016 07:39;C160102;Male;48;Cosmetics;1;40.66;28.462;Credit Card;Central;Texas;Istinye Park
I180884;11/07/2016 07:39;C300377;Female;49;Toys;1;35.84;25.088;Cash;Central;Texas;Kanyon
I337988;11/07/2016 07:39;C257025;Female;46;Books;3;45.45;31.815;Credit Card;East;New York;Metropol AVM
I289343;11/07/2016 07:39;C141184;Male;43;Clothing;3;900.24;675.18;Cash;East;New York;Viaport Outlet
I953867;11/07/2016 07:40;C110102;Female;23;Technology;3;3150;2677.5;Credit Card;East;New York;Mall of Istanbul
I250436;11/07/2016 07:40;C152076;Male;57;Books;2;30.3;21.21;Debit Card;East;New York;Istinye Park
I183438;11/07/2016 07:40;C395741;Female;51;Shoes;4;2400.68;2280.646;Cash;East;Pennsylvania;Kanyon
I283174;11/07/2016 07:40;C194047;Female;51;Cosmetics;1;40.66;28.462;Cash;East;New York;Viaport Outlet
I283750;11/07/2016 07:41;C271534;Male;63;Cosmetics;1;40.66;28.462;Cash;Central;Michigan;Metrocity
I217101;11/07/2016 07:41;C156656;Male;59;Clothing;4;1200.32;1140.304;Credit Card;South;Florida;Mall of Istanbul
I538557;11/07/2016 07:41;C181076;Male;47;Toys;3;107.52;80.64;Cash;West;California;Istinye Park
I271326;11/07/2016 07:41;C187857;Female;25;Technology;3;3150;2677.5;Cash;Central;Illinois;Metrocity
I644308;11/07/2016 07:42;C147575;Male;41;Shoes;3;1800.51;1620.459;Debit Card;Central;Illinois;Kanyon
I585245;11/07/2016 07:42;C654736;Female;34;Cosmetics;2;81.32;56.924;Debit Card;Central;Illinois;Metropol AVM
I234107;11/07/2016 07:42;C301652;Female;19;Shoes;2;1200.34;1080.306;Cash;Central;Illinois;Mall of Istanbul
I235395;11/07/2016 07:42;C282572;Female;68;Cosmetics;3;121.98;91.485;Cash;Central;Texas;Metropol AVM
I258817;11/07/2016 07:42;C283484;Female;48;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Viaport Outlet
I311517;11/07/2016 07:43;C309039;Male;62;Food & Beverage;1;5.23;3.661;Credit Card;East;New York;Kanyon
I171030;11/07/2016 07:43;C280982;Male;58;Books;3;45.45;31.815;Debit Card;East;New York;Viaport Outlet
I232630;11/07/2016 07:43;C155791;Female;39;Clothing;3;900.24;675.18;Credit Card;West;California;Viaport Outlet
I176383;11/07/2016 07:43;C628383;Male;48;Books;4;60.6;45.45;Debit Card;West;California;Viaport Outlet
I238313;11/07/2016 07:44;C878728;Male;41;Toys;4;143.36;114.688;Debit Card;West;California;Kanyon
I238784;11/07/2016 07:44;C277137;Female;48;Cosmetics;2;81.32;56.924;Debit Card;West;California;Mall of Istanbul
I820049;11/07/2016 07:44;C242846;Female;35;Technology;4;4200;3780;Credit Card;West;Oregon;Metropol AVM
I274911;11/07/2016 07:44;C376075;Male;53;Shoes;3;1800.51;1620.459;Credit Card;Central;Texas;Metropol AVM
I119927;11/07/2016 07:45;C640219;Male;46;Clothing;3;900.24;675.18;Debit Card;South;Alabama;Zorlu Center
I197111;11/07/2016 07:45;C143881;Female;29;Clothing;1;300.08;225.06;Cash;South;Virginia;Mall of Istanbul
I153817;11/07/2016 07:45;C316619;Male;40;Souvenir;5;58.65;43.9875;Cash;East;New York;Metrocity
I289706;11/07/2016 07:45;C197819;Female;20;Food & Beverage;5;26.15;19.6125;Debit Card;South;Virginia;Istinye Park
I803135;11/07/2016 07:46;C215543;Female;66;Food & Beverage;1;5.23;3.661;Cash;East;Ohio;Istinye Park
I841400;11/07/2016 07:46;C209336;Female;49;Toys;4;143.36;114.688;Credit Card;East;Ohio;Istinye Park
I191223;11/07/2016 07:46;C183782;Male;49;Shoes;3;1800.51;1620.459;Credit Card;East;New York;Metropol AVM
I315008;11/07/2016 07:46;C323955;Male;58;Cosmetics;4;162.64;130.112;Credit Card;East;New York;Istinye Park
I295644;11/07/2016 07:46;C301498;Male;62;Cosmetics;2;81.32;56.924;Credit Card;West;California;Metropol AVM
I270813;11/07/2016 07:47;C275993;Male;19;Technology;1;1050;945;Credit Card;West;California;Zorlu Center
I251530;11/07/2016 07:47;C265304;Female;37;Clothing;5;1500.4;1425.38;Credit Card;South;Alabama;Zorlu Center
I125787;11/07/2016 07:47;C107060;Male;23;Cosmetics;5;203.3;162.64;Cash;West;California;Zorlu Center
I406506;11/07/2016 07:47;C118524;Male;37;Technology;5;5250;4725;Credit Card;West;Washington;Metropol AVM
I103885;11/07/2016 07:48;C230022;Male;38;Cosmetics;2;81.32;56.924;Cash;West;Washington;Viaport Outlet
I294960;11/07/2016 07:48;C384044;Male;26;Clothing;3;900.24;675.18;Credit Card;West;Washington;Zorlu Center
I236297;11/07/2016 07:48;C151971;Male;48;Clothing;4;1200.32;1140.304;Credit Card;West;California;Mall of Istanbul
I165451;11/07/2016 07:48;C869173;Female;34;Shoes;5;3000.85;2700.765;Debit Card;East;Ohio;Mall of Istanbul
I992775;11/07/2016 07:49;C248272;Male;53;Clothing;4;1200.32;1140.304;Credit Card;East;Ohio;Metrocity
I590984;11/07/2016 07:49;C334044;Male;42;Clothing;1;300.08;225.06;Cash;East;Ohio;Kanyon
I101467;11/07/2016 07:49;C155383;Female;54;Toys;4;143.36;114.688;Cash;East;Ohio;Metropol AVM
I510891;11/07/2016 07:49;C156426;Female;41;Clothing;4;1200.32;1140.304;Cash;East;Ohio;Metropol AVM
I365447;11/07/2016 07:49;C280538;Male;29;Clothing;5;1500.4;1425.38;Cash;East;Ohio;Istinye Park
I314095;11/07/2016 07:50;C161464;Female;20;Technology;3;3150;2677.5;Cash;Central;Texas;Zorlu Center
I216078;11/07/2016 07:50;C334762;Female;66;Food & Beverage;1;5.23;3.661;Debit Card;Central;Texas;Viaport Outlet
I165250;11/07/2016 07:50;C335396;Male;31;Books;2;30.3;21.21;Credit Card;Central;Texas;Mall of Istanbul
I187511;11/07/2016 07:50;C337914;Female;32;Food & Beverage;5;26.15;19.6125;Credit Card;Central;Texas;Istinye Park
I118262;11/07/2016 07:51;C232661;Female;65;Food & Beverage;1;5.23;3.661;Cash;Central;Michigan;Viaport Outlet
I308247;11/07/2016 07:51;C112371;Male;54;Cosmetics;4;162.64;130.112;Debit Card;East;Ohio;Kanyon
I160646;11/07/2016 07:51;C197859;Female;45;Cosmetics;4;162.64;130.112;Cash;East;Ohio;Viaport Outlet
I210967;11/07/2016 07:51;C236600;Female;56;Clothing;1;300.08;225.06;Cash;East;New York;Kanyon
I328348;11/07/2016 07:52;C167496;Male;63;Clothing;2;600.16;450.12;Cash;East;New York;Metrocity
I780601;11/07/2016 07:52;C691178;Female;65;Clothing;3;900.24;675.18;Debit Card;Central;Iowa;Istinye Park
I193531;11/07/2016 07:52;C124888;Male;37;Food & Beverage;3;15.69;10.983;Credit Card;East;Massachusetts;Zorlu Center
I299903;11/07/2016 07:52;C118510;Female;31;Toys;5;179.2;143.36;Debit Card;East;Massachusetts;Istinye Park
I168471;11/07/2016 07:53;C285128;Female;20;Clothing;5;1500.4;1425.38;Credit Card;East;Massachusetts;Metrocity
I131868;11/07/2016 07:53;C105758;Female;35;Souvenir;1;11.73;8.211;Credit Card;West;Washington;Zorlu Center
I316151;11/07/2016 07:53;C242304;Female;41;Shoes;1;600.17;450.1275;Cash;West;Washington;Metrocity
I346904;11/07/2016 07:53;C199195;Female;60;Toys;5;179.2;143.36;Cash;West;California;Istinye Park
I967090;11/07/2016 07:53;C128792;Male;47;Clothing;3;900.24;675.18;Cash;South;North Carolina;Zorlu Center
I738689;11/07/2016 07:54;C849599;Female;58;Food & Beverage;1;5.23;3.661;Credit Card;West;Washington;Metrocity
I140294;11/07/2016 07:54;C242281;Female;65;Clothing;5;1500.4;1425.38;Cash;West;Washington;Istinye Park
I365278;11/07/2016 07:54;C367781;Male;41;Shoes;2;1200.34;1080.306;Debit Card;West;Washington;Zorlu Center
I525706;11/07/2016 07:54;C175119;Female;53;Clothing;4;1200.32;1140.304;Credit Card;West;Washington;Zorlu Center
I255414;11/07/2016 07:55;C632791;Female;28;Food & Beverage;5;26.15;19.6125;Cash;West;Arizona;Istinye Park
I153772;11/07/2016 07:55;C241409;Male;69;Cosmetics;1;40.66;28.462;Cash;West;Arizona;Istinye Park
I358625;11/07/2016 07:55;C332171;Male;24;Clothing;3;900.24;675.18;Debit Card;West;Arizona;Kanyon
I697536;11/07/2016 07:55;C260300;Female;29;Food & Beverage;1;5.23;3.661;Credit Card;Central;Iowa;Metrocity
I165758;11/07/2016 07:56;C153268;Male;52;Cosmetics;3;121.98;91.485;Cash;Central;Iowa;Kanyon
I322487;11/07/2016 07:56;C734246;Female;67;Shoes;4;2400.68;2280.646;Debit Card;West;California;Metropol AVM
I315303;11/07/2016 07:56;C113438;Female;33;Clothing;1;300.08;225.06;Cash;West;California;Kanyon
I260026;11/07/2016 07:56;C139745;Female;39;Food & Beverage;4;20.92;15.69;Debit Card;West;California;Viaport Outlet
I433193;11/07/2016 07:56;C246205;Female;35;Cosmetics;3;121.98;91.485;Debit Card;West;California;Viaport Outlet
I283248;11/07/2016 07:57;C264082;Female;20;Food & Beverage;4;20.92;15.69;Cash;West;Arizona;Mall of Istanbul
I201637;11/07/2016 07:57;C334359;Female;37;Cosmetics;4;162.64;130.112;Debit Card;West;Arizona;Metrocity
I950500;11/07/2016 07:57;C198241;Female;44;Clothing;5;1500.4;1425.38;Cash;East;New York;Kanyon
I323095;11/07/2016 07:57;C161515;Male;51;Clothing;4;1200.32;1140.304;Cash;East;New York;Mall of Istanbul
I365264;11/07/2016 07:58;C310174;Male;48;Clothing;1;300.08;225.06;Cash;East;New York;Metropol AVM
I276719;11/07/2016 07:58;C140525;Female;24;Food & Beverage;3;15.69;10.983;Cash;East;New York;Istinye Park
I136154;11/07/2016 07:58;C107643;Female;67;Clothing;5;1500.4;1425.38;Credit Card;West;California;Istinye Park
I245224;11/07/2016 07:58;C289629;Female;46;Shoes;2;1200.34;1080.306;Cash;West;California;Istinye Park
I370594;11/07/2016 07:59;C939451;Female;63;Clothing;2;600.16;450.12;Credit Card;West;California;Mall of Istanbul
I247432;11/07/2016 07:59;C107228;Male;44;Clothing;1;300.08;225.06;Credit Card;West;California;Zorlu Center
I224189;11/07/2016 07:59;C147464;Male;48;Clothing;5;1500.4;1425.38;Debit Card;West;California;Istinye Park
I626047;11/07/2016 07:59;C150336;Female;63;Clothing;2;600.16;450.12;Credit Card;West;California;Mall of Istanbul
I354531;11/07/2016 08:00;C239831;Male;67;Cosmetics;1;40.66;28.462;Cash;West;California;Mall of Istanbul
I302800;11/07/2016 08:00;C170951;Female;58;Clothing;3;900.24;675.18;Cash;West;California;Metrocity
I964567;11/07/2016 08:00;C140268;Female;18;Clothing;5;1500.4;1425.38;Cash;West;California;Kanyon
I142971;11/07/2016 08:00;C179052;Female;44;Books;1;15.15;10.605;Cash;West;California;Viaport Outlet
I240408;11/07/2016 08:00;C353637;Female;62;Food & Beverage;1;5.23;3.661;Cash;South;Alabama;Metropol AVM
I324931;11/07/2016 08:01;C233187;Male;68;Clothing;1;300.08;225.06;Credit Card;South;North Carolina;Viaport Outlet
I724293;11/07/2016 08:01;C214128;Female;53;Shoes;5;3000.85;2700.765;Credit Card;West;California;Kanyon
I352931;11/07/2016 08:01;C201860;Female;45;Clothing;1;300.08;225.06;Credit Card;East;Pennsylvania;Kanyon
I105418;11/07/2016 08:01;C178588;Male;51;Food & Beverage;4;20.92;15.69;Debit Card;East;Pennsylvania;Metrocity
I235396;11/07/2016 08:02;C344195;Female;26;Food & Beverage;1;5.23;3.661;Cash;Central;Texas;Viaport Outlet
I437195;11/07/2016 08:02;C809833;Male;25;Shoes;2;1200.34;1080.306;Cash;West;California;Zorlu Center
I241805;11/07/2016 08:02;C125481;Male;43;Shoes;2;1200.34;1080.306;Credit Card;Central;Indiana;Metrocity
I288647;11/07/2016 08:02;C715415;Male;36;Cosmetics;4;162.64;130.112;Cash;East;New York;Metrocity
I186888;11/07/2016 08:03;C278656;Male;48;Clothing;1;300.08;225.06;Credit Card;East;New York;Viaport Outlet
I145551;11/07/2016 08:03;C694017;Male;55;Food & Beverage;2;10.46;7.322;Credit Card;West;California;Istinye Park
I214608;11/07/2016 08:03;C290193;Female;30;Clothing;1;300.08;225.06;Cash;West;California;Metrocity
I269742;11/07/2016 08:03;C194530;Female;56;Shoes;2;1200.34;1080.306;Cash;West;California;Mall of Istanbul
I458005;11/07/2016 08:03;C320936;Female;21;Clothing;3;900.24;675.18;Cash;West;California;Kanyon
I115848;11/07/2016 08:04;C253725;Male;32;Cosmetics;2;81.32;56.924;Cash;West;California;Kanyon
I108093;11/07/2016 08:04;C105511;Female;65;Shoes;2;1200.34;1080.306;Credit Card;West;California;Zorlu Center
I985286;11/07/2016 08:04;C184000;Male;36;Shoes;2;1200.34;1080.306;Credit Card;West;California;Metrocity
I188175;11/07/2016 08:04;C241887;Female;23;Cosmetics;4;162.64;130.112;Cash;West;California;Kanyon
I218419;11/07/2016 08:05;C158479;Male;28;Cosmetics;5;203.3;162.64;Cash;Central;Texas;Mall of Istanbul
I700919;11/07/2016 08:05;C130277;Male;39;Toys;1;35.84;25.088;Credit Card;South;Virginia;Kanyon
I289051;11/07/2016 08:05;C241257;Male;56;Toys;1;35.84;25.088;Credit Card;South;Virginia;Mall of Istanbul
I207393;11/07/2016 08:05;C174637;Male;22;Clothing;3;900.24;675.18;Cash;East;New York;Mall of Istanbul
I208010;11/07/2016 08:06;C261419;Female;23;Shoes;5;3000.85;2700.765;Debit Card;Central;Texas;Kanyon
I236921;11/07/2016 08:06;C283316;Female;45;Technology;4;4200;3780;Credit Card;East;Delaware;Kanyon
I606451;11/07/2016 08:06;C377130;Male;38;Food & Beverage;5;26.15;19.6125;Credit Card;West;California;Metropol AVM
I390915;11/07/2016 08:06;C129996;Female;56;Technology;3;3150;2677.5;Cash;West;California;Istinye Park
I307588;11/07/2016 08:07;C223437;Male;62;Clothing;2;600.16;450.12;Cash;East;Ohio;Kanyon
I683880;11/07/2016 08:07;C149830;Male;22;Clothing;5;1500.4;1425.38;Debit Card;Central;Michigan;Mall of Istanbul
I207313;11/07/2016 08:07;C173746;Female;38;Food & Beverage;2;10.46;7.322;Credit Card;East;Pennsylvania;Mall of Istanbul
I220123;11/07/2016 08:07;C107400;Female;58;Souvenir;2;23.46;16.422;Cash;West;California;Istinye Park
I275541;11/07/2016 08:07;C147142;Female;46;Clothing;3;900.24;675.18;Cash;West;California;Mall of Istanbul
I902974;11/07/2016 08:08;C199760;Female;24;Souvenir;4;46.92;35.19;Credit Card;West;California;Mall of Istanbul
I189180;11/07/2016 08:08;C818738;Female;19;Souvenir;3;35.19;24.633;Credit Card;West;California;Mall of Istanbul
I476584;11/07/2016 08:08;C111791;Female;52;Clothing;5;1500.4;1425.38;Cash;East;Delaware;Zorlu Center
I833707;11/07/2016 08:08;C320156;Female;24;Souvenir;3;35.19;24.633;Cash;East;Delaware;Kanyon
I851212;11/07/2016 08:09;C319392;Female;41;Books;4;60.6;45.45;Cash;East;Delaware;Metrocity
I859920;11/07/2016 08:09;C688487;Female;37;Clothing;1;300.08;225.06;Cash;West;California;Viaport Outlet
I166189;11/07/2016 08:09;C284185;Male;48;Cosmetics;1;40.66;28.462;Debit Card;West;California;Zorlu Center
I194962;11/07/2016 08:09;C282749;Female;38;Clothing;2;600.16;450.12;Cash;West;California;Istinye Park
I277825;11/07/2016 08:10;C269615;Female;51;Souvenir;2;23.46;16.422;Cash;West;California;Kanyon
I673288;11/07/2016 08:10;C333693;Female;53;Clothing;1;300.08;225.06;Credit Card;West;California;Kanyon
I506575;11/07/2016 08:10;C274549;Male;39;Clothing;3;900.24;675.18;Credit Card;East;Pennsylvania;Zorlu Center
I150970;11/07/2016 08:10;C506236;Female;52;Cosmetics;3;121.98;91.485;Cash;East;Pennsylvania;Metropol AVM
I186955;11/07/2016 08:10;C261146;Female;19;Clothing;1;300.08;225.06;Cash;East;Pennsylvania;Metrocity
I313898;11/07/2016 08:11;C902888;Male;36;Shoes;5;3000.85;2700.765;Cash;East;Pennsylvania;Mall of Istanbul
